cant_experimentos;dataset;estructura_de_datos;valor_consulta;tiempo;tiempo_promedio;desviacion_estandar
1000;user_id;separate_chaining;1000000;4548;4548;-nan
1000;user_id;separate_chaining;1010000;908;2728;2573.87
1000;user_id;separate_chaining;1020000;465;1973.67;2240.41
1000;user_id;separate_chaining;1030000;273;1548.5;2017.27
1000;user_id;separate_chaining;1040000;10865;3411.8;4517.9
1000;user_id;separate_chaining;1050000;347;2901;4230.21
1000;user_id;separate_chaining;1060000;164;2510;3997.8
1000;user_id;separate_chaining;1070000;347;2239.62;3779.42
1000;user_id;separate_chaining;1080000;358;2030.56;3590.53
1000;user_id;separate_chaining;1090000;218;1849.3;3433.37
1000;user_id;separate_chaining;1100000;350;1713;3288.4
1000;user_id;separate_chaining;1110000;156;1583.25;3167.42
1000;user_id;separate_chaining;1120000;191;1476.15;3057.06
1000;user_id;separate_chaining;1130000;200;1385;2956.86
1000;user_id;separate_chaining;1140000;712;1340.13;2854.6
1000;user_id;separate_chaining;1150000;543;1290.31;2764.99
1000;user_id;separate_chaining;1160000;313;1232.82;2687.67
1000;user_id;separate_chaining;1170000;270;1179.33;2617.28
1000;user_id;separate_chaining;1180000;221;1128.89;2553.02
1000;user_id;separate_chaining;1190000;433;1094.1;2489.79
1000;user_id;separate_chaining;1200000;313;1056.9;2432.73
1000;user_id;separate_chaining;1210000;265;1020.91;2380.1
1000;user_id;separate_chaining;1220000;238;986.87;2331.1
1000;user_id;separate_chaining;1230000;159;952.375;2286.11
1000;user_id;separate_chaining;1240000;314;926.84;2241.62
1000;user_id;separate_chaining;1250000;511;910.846;2197.84
1000;user_id;separate_chaining;1260000;266;886.963;2158.73
1000;user_id;separate_chaining;1270000;219;863.107;2122.13
1000;user_id;separate_chaining;1280000;209;840.552;2087.43
1000;user_id;separate_chaining;1290000;444;827.333;2052.4
1000;user_id;separate_chaining;1300000;237;808.29;2020.69
1000;user_id;separate_chaining;1310000;224;790.031;1990.51
1000;user_id;separate_chaining;1320000;163;771.03;1962.2
1000;user_id;separate_chaining;1330000;161;753.088;1935.07
1000;user_id;separate_chaining;1340000;287;739.771;1908.03
1000;user_id;separate_chaining;1350000;402;730.389;1881.42
1000;user_id;separate_chaining;1360000;326;719.459;1856.29
1000;user_id;separate_chaining;1370000;276;707.789;1832.45
1000;user_id;separate_chaining;1380000;460;701.436;1808.61
1000;user_id;separate_chaining;1390000;387;693.575;1785.97
1000;user_id;separate_chaining;1400000;156;680.463;1765.5
1000;user_id;separate_chaining;1410000;157;668;1745.71
1000;user_id;separate_chaining;1420000;269;658.721;1725.87
1000;user_id;separate_chaining;1430000;275;650;1706.67
1000;user_id;separate_chaining;1440000;257;641.267;1688.18
1000;user_id;separate_chaining;1450000;148;630.543;1670.9
1000;user_id;separate_chaining;1460000;222;621.851;1653.71
1000;user_id;separate_chaining;1470000;179;612.625;1637.27
